"general","specific","class","api_name"
"type","type","TypeCoercer","com.facebook.presto.type.TypeCoercer"
"type","TypeUtils","TypeUtils","com.facebook.presto.type.TypeUtils.getHashBlock"
"type","type","Constraint","com.facebook.presto.type.Constraint"
"type","type","CharOperators","com.facebook.presto.type.CharOperators"
"type","type","CharParametricType","com.facebook.presto.type.CharParametricType"
"type","type","ColorOperators","com.facebook.presto.type.ColorOperators"
"type","type","DateOperators","com.facebook.presto.type.DateOperators"
"type","type","DateTimeOperators","com.facebook.presto.type.DateTimeOperators"
"type","type","DecimalOperators","com.facebook.presto.type.DecimalOperators"
"type","type","DecimalParametricType","com.facebook.presto.type.DecimalParametricType"
"type","type","EnumCasts","com.facebook.presto.type.EnumCasts"
"type","type","HyperLogLogOperators","com.facebook.presto.type.HyperLogLogOperators"
"type","type","IntegerOperators","com.facebook.presto.type.IntegerOperators"
"type","type","IntervalDayTimeOperators","com.facebook.presto.type.IntervalDayTimeOperators"
"type","type","IntervalYearMonthOperators","com.facebook.presto.type.IntervalYearMonthOperators"
"type","type","IpAddressOperators","com.facebook.presto.type.IpAddressOperators"
"type","type","IpPrefixOperators","com.facebook.presto.type.IpPrefixOperators"
"type","type","LikeFunctions","com.facebook.presto.type.LikeFunctions"
"type","type","LongEnumOperators","com.facebook.presto.type.LongEnumOperators"
"type","type","MapParametricType","com.facebook.presto.type.MapParametricType"
"type","type","QuantileDigestOperators","com.facebook.presto.type.QuantileDigestOperators"
"type","type","RealOperators","com.facebook.presto.type.RealOperators"
"type","type","SmallintOperators","com.facebook.presto.type.SmallintOperators"
"type","type","TDigestOperators","com.facebook.presto.type.TDigestOperators"
"type","type","TimeOperators","com.facebook.presto.type.TimeOperators"
"type","type","TimeWithTimeZoneOperators","com.facebook.presto.type.TimeWithTimeZoneOperators"
"type","type","TimestampOperators","com.facebook.presto.type.TimestampOperators"
"type","DecimalCasts","DECIMAL_TO_BIGINT_CAST","com.facebook.presto.type.DecimalCasts.DECIMAL_TO_BIGINT_CAST"
"type","DecimalCasts","DECIMAL_TO_BOOLEAN_CAST","com.facebook.presto.type.DecimalCasts.DECIMAL_TO_BOOLEAN_CAST"
"type","DecimalCasts","DECIMAL_TO_DOUBLE_CAST","com.facebook.presto.type.DecimalCasts.DECIMAL_TO_DOUBLE_CAST"
"type","DecimalCasts","DECIMAL_TO_INTEGER_CAST","com.facebook.presto.type.DecimalCasts.DECIMAL_TO_INTEGER_CAST"
"type","DecimalCasts","DECIMAL_TO_JSON_CAST","com.facebook.presto.type.DecimalCasts.DECIMAL_TO_JSON_CAST"
"type","DecimalCasts","DECIMAL_TO_REAL_CAST","com.facebook.presto.type.DecimalCasts.DECIMAL_TO_REAL_CAST"
"type","DecimalCasts","DECIMAL_TO_SMALLINT_CAST","com.facebook.presto.type.DecimalCasts.DECIMAL_TO_SMALLINT_CAST"
"type","DecimalCasts","DECIMAL_TO_TINYINT_CAST","com.facebook.presto.type.DecimalCasts.DECIMAL_TO_TINYINT_CAST"
"type","DecimalCasts","DECIMAL_TO_VARCHAR_CAST","com.facebook.presto.type.DecimalCasts.DECIMAL_TO_VARCHAR_CAST"
"type","DecimalCasts","DOUBLE_TO_DECIMAL_CAST","com.facebook.presto.type.DecimalCasts.DOUBLE_TO_DECIMAL_CAST"
"type","DecimalCasts","INTEGER_TO_DECIMAL_CAST","com.facebook.presto.type.DecimalCasts.INTEGER_TO_DECIMAL_CAST"
"type","DecimalCasts","JSON_TO_DECIMAL_CAST","com.facebook.presto.type.DecimalCasts.JSON_TO_DECIMAL_CAST"
"type","DecimalCasts","REAL_TO_DECIMAL_CAST","com.facebook.presto.type.DecimalCasts.REAL_TO_DECIMAL_CAST"
"type","DecimalCasts","SMALLINT_TO_DECIMAL_CAST","com.facebook.presto.type.DecimalCasts.SMALLINT_TO_DECIMAL_CAST"
"type","DecimalCasts","TINYINT_TO_DECIMAL_CAST","com.facebook.presto.type.DecimalCasts.TINYINT_TO_DECIMAL_CAST"
"type","DecimalCasts","VARCHAR_TO_DECIMAL_CAST","com.facebook.presto.type.DecimalCasts.VARCHAR_TO_DECIMAL_CAST"
"type","DecimalInequalityOperators","DECIMAL_BETWEEN_OPERATOR","com.facebook.presto.type.DecimalInequalityOperators.DECIMAL_BETWEEN_OPERATOR"
"type","DecimalInequalityOperators","DECIMAL_DISTINCT_FROM_OPERATOR","com.facebook.presto.type.DecimalInequalityOperators.DECIMAL_DISTINCT_FROM_OPERATOR"
"type","DecimalInequalityOperators","DECIMAL_EQUAL_OPERATOR","com.facebook.presto.type.DecimalInequalityOperators.DECIMAL_EQUAL_OPERATOR"
"type","DecimalInequalityOperators","DECIMAL_GREATER_THAN_OPERATOR","com.facebook.presto.type.DecimalInequalityOperators.DECIMAL_GREATER_THAN_OPERATOR"
"type","DecimalInequalityOperators","DECIMAL_GREATER_THAN_OR_EQUAL_OPERATOR","com.facebook.presto.type.DecimalInequalityOperators.DECIMAL_GREATER_THAN_OR_EQUAL_OPERATOR"
"type","DecimalInequalityOperators","DECIMAL_LESS_THAN_OPERATOR","com.facebook.presto.type.DecimalInequalityOperators.DECIMAL_LESS_THAN_OPERATOR"
"type","DecimalInequalityOperators","DECIMAL_LESS_THAN_OR_EQUAL_OPERATOR","com.facebook.presto.type.DecimalInequalityOperators.DECIMAL_LESS_THAN_OR_EQUAL_OPERATOR"
"type","DecimalInequalityOperators","DECIMAL_NOT_EQUAL_OPERATOR","com.facebook.presto.type.DecimalInequalityOperators.DECIMAL_NOT_EQUAL_OPERATOR"
"type","DecimalOperators","DECIMAL_ADD_OPERATOR","com.facebook.presto.type.DecimalOperators.DECIMAL_ADD_OPERATOR"
"bytecode","ClassInfoLoader","ClassInfoLoader","com.facebook.presto.bytecode.ClassInfoLoader.createClassInfoLoader"
"bytecode","ParameterizedType","ParameterizedType","com.facebook.presto.bytecode.ParameterizedType.typeFromJavaClassName"
"bytecode","Access","Access","com.facebook.presto.bytecode.Access.toAccessModifier"
"bytecode","expression","BytecodeExpressions","com.facebook.presto.bytecode.expression.BytecodeExpressions.add"
"bytecode","expression","BytecodeExpressions","com.facebook.presto.bytecode.expression.BytecodeExpressions.constantInt"
"bytecode","ArrayOpCode","T_BOOLEAN","com.facebook.presto.bytecode.ArrayOpCode.AType.T_BOOLEAN"
"bytecode","ArrayOpCode","T_BYTE","com.facebook.presto.bytecode.ArrayOpCode.AType.T_BYTE"
"bytecode","ArrayOpCode","T_CHAR","com.facebook.presto.bytecode.ArrayOpCode.AType.T_CHAR"
"bytecode","ArrayOpCode","T_DOUBLE","com.facebook.presto.bytecode.ArrayOpCode.AType.T_DOUBLE"
"bytecode","ArrayOpCode","T_FLOAT","com.facebook.presto.bytecode.ArrayOpCode.AType.T_FLOAT"
"bytecode","ArrayOpCode","T_INT","com.facebook.presto.bytecode.ArrayOpCode.AType.T_INT"
"bytecode","ArrayOpCode","T_LONG","com.facebook.presto.bytecode.ArrayOpCode.AType.T_LONG"
"bytecode","ArrayOpCode","T_SHORT","com.facebook.presto.bytecode.ArrayOpCode.AType.T_SHORT"
"bytecode","OpCode","AALOAD","com.facebook.presto.bytecode.OpCode.AALOAD"
"bytecode","OpCode","AASTORE","com.facebook.presto.bytecode.OpCode.AASTORE"
"bytecode","OpCode","BALOAD","com.facebook.presto.bytecode.OpCode.BALOAD"
"bytecode","OpCode","BASTORE","com.facebook.presto.bytecode.OpCode.BASTORE"
"bytecode","OpCode","CALOAD","com.facebook.presto.bytecode.OpCode.CALOAD"
"bytecode","OpCode","CASTORE","com.facebook.presto.bytecode.OpCode.CASTORE"
"bytecode","OpCode","DALOAD","com.facebook.presto.bytecode.OpCode.DALOAD"
"bytecode","OpCode","DASTORE","com.facebook.presto.bytecode.OpCode.DASTORE"
"bytecode","OpCode","FALOAD","com.facebook.presto.bytecode.OpCode.FALOAD"
"bytecode","OpCode","FASTORE","com.facebook.presto.bytecode.OpCode.FASTORE"
"bytecode","OpCode","IALOAD","com.facebook.presto.bytecode.OpCode.IALOAD"
"bytecode","OpCode","IASTORE","com.facebook.presto.bytecode.OpCode.IASTORE"
"bytecode","OpCode","LALOAD","com.facebook.presto.bytecode.OpCode.LALOAD"
"bytecode","OpCode","LASTORE","com.facebook.presto.bytecode.OpCode.LASTORE"
"bytecode","OpCode","SALOAD","com.facebook.presto.bytecode.OpCode.SALOAD"
"bytecode","OpCode","SASTORE","com.facebook.presto.bytecode.OpCode.SASTORE"
"spi","relation","COALESCE","com.facebook.presto.spi.relation.SpecialFormExpression.Form.COALESCE"
"type","DecimalInequalityOperators","DecimalInequalityOperators","com.facebook.presto.type.DecimalInequalityOperators.distinctBlockPositionLongLong"
"type","DecimalOperators","DECIMAL_DIVIDE_OPERATOR","com.facebook.presto.type.DecimalOperators.DECIMAL_DIVIDE_OPERATOR"
"type","DecimalOperators","DECIMAL_MODULUS_OPERATOR","com.facebook.presto.type.DecimalOperators.DECIMAL_MODULUS_OPERATOR"
"type","DecimalOperators","DECIMAL_MULTIPLY_OPERATOR","com.facebook.presto.type.DecimalOperators.DECIMAL_MULTIPLY_OPERATOR"
"type","DecimalOperators","DECIMAL_SUBTRACT_OPERATOR","com.facebook.presto.type.DecimalOperators.DECIMAL_SUBTRACT_OPERATOR"
"type","DecimalSaturatedFloorCasts","BIGINT_TO_DECIMAL_SATURATED_FLOOR_CAST","com.facebook.presto.type.DecimalSaturatedFloorCasts.BIGINT_TO_DECIMAL_SATURATED_FLOOR_CAST"
"type","DecimalSaturatedFloorCasts","DECIMAL_TO_BIGINT_SATURATED_FLOOR_CAST","com.facebook.presto.type.DecimalSaturatedFloorCasts.DECIMAL_TO_BIGINT_SATURATED_FLOOR_CAST"
"type","DecimalSaturatedFloorCasts","DECIMAL_TO_DECIMAL_SATURATED_FLOOR_CAST","com.facebook.presto.type.DecimalSaturatedFloorCasts.DECIMAL_TO_DECIMAL_SATURATED_FLOOR_CAST"
"type","DecimalSaturatedFloorCasts","DECIMAL_TO_INTEGER_SATURATED_FLOOR_CAST","com.facebook.presto.type.DecimalSaturatedFloorCasts.DECIMAL_TO_INTEGER_SATURATED_FLOOR_CAST"
"type","DecimalSaturatedFloorCasts","DECIMAL_TO_SMALLINT_SATURATED_FLOOR_CAST","com.facebook.presto.type.DecimalSaturatedFloorCasts.DECIMAL_TO_SMALLINT_SATURATED_FLOOR_CAST"
"type","DecimalSaturatedFloorCasts","DECIMAL_TO_TINYINT_SATURATED_FLOOR_CAST","com.facebook.presto.type.DecimalSaturatedFloorCasts.DECIMAL_TO_TINYINT_SATURATED_FLOOR_CAST"
"SystemSessionProperties","SystemSessionProperties","SystemSessionProperties","com.facebook.presto.SystemSessionProperties.isExperimentalFunctionsEnabled"
"SystemSessionProperties","SystemSessionProperties","SystemSessionProperties","com.facebook.presto.SystemSessionProperties.isListBuiltInFunctionsOnly"
"benchmark","event","BenchmarkQueryEvent","com.facebook.presto.benchmark.event.BenchmarkQueryEvent"
"benchmark","prestoaction","PrestoAction","com.facebook.presto.benchmark.prestoaction.PrestoAction"
"block","BlockAssertions","BlockAssertions","com.facebook.presto.block.BlockAssertions.createLongDictionaryBlock"
"block","BlockAssertions","BlockAssertions","com.facebook.presto.block.BlockAssertions.createLongSequenceBlock"
"block","BlockAssertions","BlockAssertions","com.facebook.presto.block.BlockAssertions.createRLEBlock"
"bytecode","Access","STATIC","com.facebook.presto.bytecode.Access.STATIC"
"bytecode","Access","Access","com.facebook.presto.bytecode.Access.a"
"bytecode","instruction","TypeInstruction","com.facebook.presto.bytecode.instruction.TypeInstruction"
"bytecode","instruction","Constant","com.facebook.presto.bytecode.instruction.Constant.loadBoolean"
"bytecode","instruction","Constant","com.facebook.presto.bytecode.instruction.Constant.loadClass"
"bytecode","instruction","Constant","com.facebook.presto.bytecode.instruction.Constant.loadDouble"
"bytecode","instruction","Constant","com.facebook.presto.bytecode.instruction.Constant.loadFloat"
"bytecode","instruction","Constant","com.facebook.presto.bytecode.instruction.Constant.loadInt"
"bytecode","instruction","Constant","com.facebook.presto.bytecode.instruction.Constant.loadLong"
"bytecode","instruction","Constant","com.facebook.presto.bytecode.instruction.Constant.loadNumber"
"bytecode","instruction","FieldInstruction","com.facebook.presto.bytecode.instruction.FieldInstruction.getFieldInstruction"
"verifier","retry","ForPresto","com.facebook.presto.verifier.retry.ForPresto"
"bytecode","instruction","FieldInstruction","com.facebook.presto.bytecode.instruction.FieldInstruction.getStaticInstruction"
"bytecode","instruction","FieldInstruction","com.facebook.presto.bytecode.instruction.FieldInstruction.putFieldInstruction"
"bytecode","instruction","FieldInstruction","com.facebook.presto.bytecode.instruction.FieldInstruction.putStaticInstruction"
"bytecode","instruction","TypeInstruction","com.facebook.presto.bytecode.instruction.TypeInstruction.cast"
"bytecode","instruction","TypeInstruction","com.facebook.presto.bytecode.instruction.TypeInstruction.instanceOf"
"bytecode","instruction","VariableInstruction","com.facebook.presto.bytecode.instruction.VariableInstruction.loadVariable"
"bytecode","instruction","VariableInstruction","com.facebook.presto.bytecode.instruction.VariableInstruction.storeVariable"
"execution","buffer","PartitionedOutputBuffer","com.facebook.presto.execution.buffer.PartitionedOutputBuffer"
"execution","buffer","TERMINAL_BUFFER_STATES","com.facebook.presto.execution.buffer.BufferState.TERMINAL_BUFFER_STATES"
"execution","buffer","PARTITIONED","com.facebook.presto.execution.buffer.OutputBuffers.BufferType.PARTITIONED"
"metadata","CastType","CastType","com.facebook.presto.metadata.CastType.toOperatorType"
"metadata","FunctionSignatureMatcher","FunctionSignatureMatcher","com.facebook.presto.metadata.FunctionSignatureMatcher.constructFunctionNotFoundErrorMessage"
"SystemSessionProperties","SystemSessionProperties","PUSH_PARTIAL_AGGREGATION_THROUGH_JOIN","com.facebook.presto.SystemSessionProperties.PUSH_PARTIAL_AGGREGATION_THROUGH_JOIN"
"block","BlockAssertions","BlockAssertions","com.facebook.presto.block.BlockAssertions.createMapType"
"block","BlockAssertions","BlockAssertions","com.facebook.presto.block.BlockAssertions.createRowBlock"
"block","BlockAssertions","BlockAssertions","com.facebook.presto.block.BlockAssertions.createStringArraysBlock"
"bytecode","Access","FINAL","com.facebook.presto.bytecode.Access.FINAL"
"bytecode","Access","PUBLIC","com.facebook.presto.bytecode.Access.PUBLIC"
"undefined","undefined","Answers","org.mockito.Answers"
"bytecode","ClassGenerator","ClassGenerator","com.facebook.presto.bytecode.ClassGenerator.classGenerator"
"bytecode","Parameter","Parameter","com.facebook.presto.bytecode.Parameter.arg"
"bytecode","BytecodeUtils","BytecodeUtils","com.facebook.presto.bytecode.BytecodeUtils.toJavaIdentifierString"
"metadata","FunctionAndTypeManager","FunctionAndTypeManager","com.facebook.presto.metadata.FunctionAndTypeManager.createTestFunctionAndTypeManager"
"plugin","memory","MemoryPlugin","com.facebook.presto.plugin.memory.MemoryPlugin"
"spi","function","EXPERIMENTAL","com.facebook.presto.spi.function.SqlFunctionVisibility.EXPERIMENTAL"
"testing","mysql","MySqlOptions","com.facebook.presto.testing.mysql.MySqlOptions"
"testing","mysql","TestingMySqlServer","com.facebook.presto.testing.mysql.TestingMySqlServer"
"tests","tests","StandaloneQueryRunner","com.facebook.presto.tests.StandaloneQueryRunner"
"type","DecimalSaturatedFloorCasts","INTEGER_TO_DECIMAL_SATURATED_FLOOR_CAST","com.facebook.presto.type.DecimalSaturatedFloorCasts.INTEGER_TO_DECIMAL_SATURATED_FLOOR_CAST"
"type","DecimalSaturatedFloorCasts","SMALLINT_TO_DECIMAL_SATURATED_FLOOR_CAST","com.facebook.presto.type.DecimalSaturatedFloorCasts.SMALLINT_TO_DECIMAL_SATURATED_FLOOR_CAST"
"type","DecimalSaturatedFloorCasts","TINYINT_TO_DECIMAL_SATURATED_FLOOR_CAST","com.facebook.presto.type.DecimalSaturatedFloorCasts.TINYINT_TO_DECIMAL_SATURATED_FLOOR_CAST"
"type","DecimalToDecimalCasts","DECIMAL_TO_DECIMAL_CAST","com.facebook.presto.type.DecimalToDecimalCasts.DECIMAL_TO_DECIMAL_CAST"
"type","FunctionParametricType","FUNCTION","com.facebook.presto.type.FunctionParametricType.FUNCTION"
"type","IntervalDayTimeType","INTERVAL_DAY_TIME","com.facebook.presto.type.IntervalDayTimeType.INTERVAL_DAY_TIME"
"type","IntervalYearMonthType","INTERVAL_YEAR_MONTH","com.facebook.presto.type.IntervalYearMonthType.INTERVAL_YEAR_MONTH"
"type","IpAddressType","IPADDRESS","com.facebook.presto.type.IpAddressType.IPADDRESS"
"type","IpPrefixType","IPPREFIX","com.facebook.presto.type.IpPrefixType.IPPREFIX"
"type","JoniRegexpType","JONI_REGEXP","com.facebook.presto.type.JoniRegexpType.JONI_REGEXP"
"type","JsonPathType","JSON_PATH","com.facebook.presto.type.JsonPathType.JSON_PATH"
"type","LikePatternType","LIKE_PATTERN","com.facebook.presto.type.LikePatternType.LIKE_PATTERN"
"type","MapParametricType","MAP","com.facebook.presto.type.MapParametricType.MAP"
"type","Re2JRegexpType","RE2J_REGEXP","com.facebook.presto.type.Re2JRegexpType.RE2J_REGEXP"
"type","RowParametricType","ROW","com.facebook.presto.type.RowParametricType.ROW"
"type","TypeUtils","TypeUtils","com.facebook.presto.type.TypeUtils.resolveTypes"
"type","khyperloglog","K_HYPER_LOG_LOG","com.facebook.presto.type.khyperloglog.KHyperLogLogType.K_HYPER_LOG_LOG"
"type","setdigest","SET_DIGEST","com.facebook.presto.type.setdigest.SetDigestType.SET_DIGEST"
"Mockito","Mockito","Mockito","org.mockito.Mockito.notNull"
"Session","Session","SessionBuilder","com.facebook.presto.Session.SessionBuilder"
"benchmark","event","Status","com.facebook.presto.benchmark.event.BenchmarkQueryEvent.Status"
"benchmark","event","FAILED","com.facebook.presto.benchmark.event.BenchmarkQueryEvent.Status.FAILED"
"benchmark","event","SUCCEEDED","com.facebook.presto.benchmark.event.BenchmarkQueryEvent.Status.SUCCEEDED"
"block","ColumnarTestUtils","ColumnarTestUtils","com.facebook.presto.block.ColumnarTestUtils.alternatingNullValues"
"block","ColumnarTestUtils","ColumnarTestUtils","com.facebook.presto.block.ColumnarTestUtils.assertBlock"
"block","ColumnarTestUtils","ColumnarTestUtils","com.facebook.presto.block.ColumnarTestUtils.assertBlockPosition"
"block","ColumnarTestUtils","ColumnarTestUtils","com.facebook.presto.block.ColumnarTestUtils.createTestDictionaryBlock"
"connector","system","SystemTablesMetadata","com.facebook.presto.connector.system.SystemTablesMetadata"
"connector","system","GlobalSystemConnector","com.facebook.presto.connector.system.GlobalSystemConnector"
"failureDetector","failureDetector","FailureDetector","com.facebook.presto.failureDetector.FailureDetector"
"matching","pattern","TypeOfPattern","com.facebook.presto.matching.pattern.TypeOfPattern"
"server","InternalCommunicationConfig","CommunicationProtocol","com.facebook.presto.server.InternalCommunicationConfig.CommunicationProtocol"
"spi","StandardErrorCode","OPERATOR_NOT_FOUND","com.facebook.presto.spi.StandardErrorCode.OPERATOR_NOT_FOUND"
"spi","spi","ErrorCode","com.facebook.presto.spi.ErrorCode"
"spi","spi","ErrorCodeSupplier","com.facebook.presto.spi.ErrorCodeSupplier"
"spi","spi","ErrorType","com.facebook.presto.spi.ErrorType"
"spi","ErrorType","EXTERNAL","com.facebook.presto.spi.ErrorType.EXTERNAL"
"spi","StandardErrorCode","EXCEEDED_FUNCTION_MEMORY_LIMIT","com.facebook.presto.spi.StandardErrorCode.EXCEEDED_FUNCTION_MEMORY_LIMIT"
"spi","session","PropertyMetadata","com.facebook.presto.spi.session.PropertyMetadata.longProperty"
"testing","TestngUtils","TestngUtils","com.facebook.presto.testing.TestngUtils.toDataProvider"
"type","TypeUtils","TypeUtils","com.facebook.presto.type.TypeUtils.expectedValueSize"
"verification","verification","verification","org.mockito.verification.*"
"verification","verification","VerificationMode","org.mockito.verification.VerificationMode"
"verifier","VerifierTestUtil","VerifierTestUtil","com.facebook.presto.verifier.VerifierTestUtil.createChecksumValidator"
"verifier","framework","AbstractVerifyCommand","com.facebook.presto.verifier.framework.AbstractVerifyCommand"
"verifier","framework","SourceQuery","com.facebook.presto.verifier.framework.SourceQuery"
"verifier","prestoaction","PrestoExceptionClassifier","com.facebook.presto.verifier.prestoaction.PrestoExceptionClassifier"
"verifier","prestoaction","SqlExceptionClassifier","com.facebook.presto.verifier.prestoaction.SqlExceptionClassifier"
"verifier","checksum","ArrayColumnValidator","com.facebook.presto.verifier.checksum.ArrayColumnValidator"
"verifier","checksum","ChecksumValidator","com.facebook.presto.verifier.checksum.ChecksumValidator"
"verifier","checksum","ColumnValidator","com.facebook.presto.verifier.checksum.ColumnValidator"
"verifier","checksum","FloatingPointColumnValidator","com.facebook.presto.verifier.checksum.FloatingPointColumnValidator"
"verifier","checksum","MapColumnValidator","com.facebook.presto.verifier.checksum.MapColumnValidator"
"verifier","checksum","RowColumnValidator","com.facebook.presto.verifier.checksum.RowColumnValidator"
"verifier","checksum","SimpleColumnValidator","com.facebook.presto.verifier.checksum.SimpleColumnValidator"
"verifier","framework","Column","com.facebook.presto.verifier.framework.Column"
"verifier","framework","QueryObjectBundle","com.facebook.presto.verifier.framework.QueryObjectBundle"
"verifier","framework","VerifierConfig","com.facebook.presto.verifier.framework.VerifierConfig"
"verifier","source","MySqlSourceQueryConfig","com.facebook.presto.verifier.source.MySqlSourceQueryConfig"
"verifier","source","VerifierDao","com.facebook.presto.verifier.source.VerifierDao"
"verifier","framework","CONTROL","com.facebook.presto.verifier.framework.ClusterType.CONTROL"
"verifier","checksum","SimpleColumnChecksum","com.facebook.presto.verifier.checksum.SimpleColumnChecksum"
"verifier","VerifierTestUtil","VerifierTestUtil","com.facebook.presto.verifier.VerifierTestUtil.getHandle"
"block","ColumnarTestUtils","ColumnarTestUtils","com.facebook.presto.block.ColumnarTestUtils.createTestDictionaryExpectedValues"
"block","ColumnarTestUtils","ColumnarTestUtils","com.facebook.presto.block.ColumnarTestUtils.createTestRleBlock"
"block","ColumnarTestUtils","ColumnarTestUtils","com.facebook.presto.block.ColumnarTestUtils.createTestRleExpectedValues"
"cost","PlanNodeStatsEstimateMath","PlanNodeStatsEstimateMath","com.facebook.presto.cost.PlanNodeStatsEstimateMath.addStatsAndCollapseDistinctValues"
"metadata","InternalNode","ALIVE","com.facebook.presto.metadata.InternalNode.NodeStatus.ALIVE"
"metadata","InternalNode","DEAD","com.facebook.presto.metadata.InternalNode.NodeStatus.DEAD"
"spi","NodeState","INACTIVE","com.facebook.presto.spi.NodeState.INACTIVE"
"spi","StandardErrorCode","NOT_SUPPORTED","com.facebook.presto.spi.StandardErrorCode.NOT_SUPPORTED"
"verifier","VerifierTestUtil","VerifierTestUtil","com.facebook.presto.verifier.VerifierTestUtil.insertSourceQuery"
"verifier","VerifierTestUtil","VerifierTestUtil","com.facebook.presto.verifier.VerifierTestUtil.setupMySql"
"verifier","VerifierTestUtil","VerifierTestUtil","com.facebook.presto.verifier.VerifierTestUtil.setupPresto"
"verifier","resolver","FailureResolverTestUtil","com.facebook.presto.verifier.resolver.FailureResolverTestUtil.binary"
"verifier","resolver","FailureResolverTestUtil","com.facebook.presto.verifier.resolver.FailureResolverTestUtil.createMismatchedColumn"
"verifier","framework","VerifierUtil","com.facebook.presto.verifier.framework.VerifierUtil.delimitedIdentifier"
"verifier","framework","Category","com.facebook.presto.verifier.framework.Column.Category"
"verifier","framework","ANALYSIS_FAILED_DATA_CHANGED","com.facebook.presto.verifier.framework.DeterminismAnalysis.ANALYSIS_FAILED_DATA_CHANGED"
"verifier","framework","ANALYSIS_FAILED_INCONSISTENT_SCHEMA","com.facebook.presto.verifier.framework.DeterminismAnalysis.ANALYSIS_FAILED_INCONSISTENT_SCHEMA"
"verifier","framework","ANALYSIS_FAILED_QUERY_FAILURE","com.facebook.presto.verifier.framework.DeterminismAnalysis.ANALYSIS_FAILED_QUERY_FAILURE"
"verifier","framework","DETERMINISTIC","com.facebook.presto.verifier.framework.DeterminismAnalysis.DETERMINISTIC"
"verifier","framework","NON_DETERMINISTIC_CATALOG","com.facebook.presto.verifier.framework.DeterminismAnalysis.NON_DETERMINISTIC_CATALOG"
"verifier","framework","NON_DETERMINISTIC_COLUMNS","com.facebook.presto.verifier.framework.DeterminismAnalysis.NON_DETERMINISTIC_COLUMNS"
"verifier","framework","NON_DETERMINISTIC_LIMIT_CLAUSE","com.facebook.presto.verifier.framework.DeterminismAnalysis.NON_DETERMINISTIC_LIMIT_CLAUSE"
"verifier","framework","NON_DETERMINISTIC_ROW_COUNT","com.facebook.presto.verifier.framework.DeterminismAnalysis.NON_DETERMINISTIC_ROW_COUNT"
"verifier","framework","DETERMINISM_ANALYSIS_CHECKSUM","com.facebook.presto.verifier.framework.QueryStage.DETERMINISM_ANALYSIS_CHECKSUM"
"verifier","framework","DETERMINISM_ANALYSIS_SETUP","com.facebook.presto.verifier.framework.QueryStage.DETERMINISM_ANALYSIS_SETUP"
"verifier","checksum","ArrayColumnChecksum","com.facebook.presto.verifier.checksum.ArrayColumnChecksum"
"verifier","checksum","ColumnMatchResult","com.facebook.presto.verifier.checksum.ColumnMatchResult"
"verifier","checksum","MapColumnChecksum","com.facebook.presto.verifier.checksum.MapColumnChecksum"
"verifier","checksum","StructureColumnChecksum","com.facebook.presto.verifier.checksum.StructureColumnChecksum"
"verifier","framework","DataMatchResult","com.facebook.presto.verifier.framework.DataMatchResult"
"verifier","framework","QueryBundle","com.facebook.presto.verifier.framework.QueryBundle"
"verifier","framework","COLUMN_MISMATCH","com.facebook.presto.verifier.framework.DataMatchResult.MatchType.COLUMN_MISMATCH"
"verifier","framework","QueryException","com.facebook.presto.verifier.framework.QueryException"
"verifier","framework","QueryStage","com.facebook.presto.verifier.framework.QueryStage"
"verifier","prestoaction","QueryActionStats","com.facebook.presto.verifier.prestoaction.QueryActionStats"
"verifier","annotation","ForTest","com.facebook.presto.verifier.annotation.ForTest"
"verifier","prestoaction","PrestoActionConfig","com.facebook.presto.verifier.prestoaction.PrestoActionConfig"
"verifier","retry","ForClusterConnection","com.facebook.presto.verifier.retry.ForClusterConnection"
"verifier","retry","RetryConfig","com.facebook.presto.verifier.retry.RetryConfig"
"verifier","framework","TEST_MAIN","com.facebook.presto.verifier.framework.QueryStage.TEST_MAIN"
"verifier","resolver","FailureResolverUtil","com.facebook.presto.verifier.resolver.FailureResolverUtil.mapMatchingPrestoException"
"verifier","framework","ROW_COUNT_MISMATCH","com.facebook.presto.verifier.framework.DataMatchResult.MatchType.ROW_COUNT_MISMATCH"
"verifier","prestoaction","PrestoAction","com.facebook.presto.verifier.prestoaction.PrestoAction"
"verifier","framework","ThrottlingException","com.facebook.presto.verifier.framework.ThrottlingException"
"verifier","prestoaction","QueryActionUtil","com.facebook.presto.verifier.prestoaction.QueryActionUtil.mangleSessionProperties"
"verifier","framework","DETERMINISM_ANALYSIS_MAIN","com.facebook.presto.verifier.framework.QueryStage.DETERMINISM_ANALYSIS_MAIN"
"verifier","framework","ClusterType","com.facebook.presto.verifier.framework.ClusterType"
"verifier","annotation","ForControl","com.facebook.presto.verifier.annotation.ForControl"
"verifier","annotation","ForHelper","com.facebook.presto.verifier.annotation.ForHelper"
"operator","operator","PagesIndex","com.facebook.presto.operator.PagesIndex"
"operator","SyntheticAddress","SyntheticAddress","com.facebook.presto.operator.SyntheticAddress.decodePosition"
"operator","SyntheticAddress","SyntheticAddress","com.facebook.presto.operator.SyntheticAddress.decodeSliceIndex"
"operator","operator","GroupByHash","com.facebook.presto.operator.GroupByHash"
"operator","operator","GroupByIdBlock","com.facebook.presto.operator.GroupByIdBlock"
"operator","operator","Work","com.facebook.presto.operator.Work"
"statusservice","statusservice","NodeStatusService","com.facebook.presto.statusservice.NodeStatusService"
"benchmark","framework","STREAM","com.facebook.presto.benchmark.framework.ExecutionStrategy.STREAM"
