"general","specific","api_name_fk"
"fft","undefined","fft"
"signal","undefined","signal"
"Windows","undefined","Windows"
"grain","undefined","grain"
"real","undefined","real"
"memory","undefined","memory"
"algrd_internal","undefined","algrd_internal"
"algsmfrd_internal","undefined","algsmfrd_internal"
"trace","trace","trace.h -- only needed for debugging"
"sincCoeffs","undefined","sincCoeffs"
"inttypes","h ","inttypes.h // for PRId64"
"new","undefined","new"
"trace","undefined","trace"
"string","undefined","string"
"config","undefined","config"
"strparse","undefined","strparse"
"subband","undefined","subband"
"array","undefined","array"
"sms","undefined","sms"
"errno","undefined","errno"
"wx","wx","wx/fdrepdlg"
"track","undefined","track"
"iomanip","undefined","iomanip"
"synTable","undefined","synTable"
"trackpoint","undefined","trackpoint"
"cstring","undefined","cstring"
"BlockFile","undefined","../BlockFile"
"FileException","undefined","../FileException"
"FFT3","undefined","FFT3"
"AmplitudeFollower","undefined","AmplitudeFollower"
"Deviceange","undefined","Deviceange"
"wx","wx","wx/module"
"wx","wx","wx/read"
"FixedTempoEstimator","undefined","FixedTempoEstimator"
"mmsystem","undefined","mmsystem"
"mmdeviceapi","undefined","mmdeviceapi"
"audioclient","undefined","audioclient"
"libudev","undefined","libudev"
"locale","undefined","locale"
"PercussionOnsetDetector","undefined","PercussionOnsetDetector"
"CoreAudio","undefined","CoreAudio/CoreAudio"
"PowerSpectrum","undefined","PowerSpectrum"
"SpectralCentroid","undefined","SpectralCentroid"
"pa_win_wasapi","undefined","pa_win_wasapi"
"ieeefp","undefined","ieeefp"
"DeviceChange","h ","DeviceChange.h // for HAVE_DEVICE_CHANGE"
"ZeroCrossing","undefined","ZeroCrossing"
"vamp","undefined","vamp/vamp"
"ConfigInterface","undefined","ConfigInterface"
"EffectAutomationParameters","undefined","EffectAutomationParameters"
"vamp-sdk","vamp-sdk","vamp-sdk/PluginAdapter"
"widgets","wxPanelWrapper","../widgets/wxPanelWrapper.h // to inherit"
"wx","wx","wx/atomic"
"Registrar","undefined","Registrar"
"vampostsdk","vampostsdk","vampostsdk/PluginHostAdapter"
"vampostsdk","vampostsdk","vampostsdk/PluginInputDomainAdapter"
"vampostsdk","vampostsdk","vampostsdk/PluginLoader"
"system","undefined","system"
"FileIO","undefined","FileIO"
"MyPlugin","undefined","MyPlugin"
"bitset","undefined","bitset"
"to indicate otherwise hidden link dependencies","undefined","to indicate otherwise hidden link dependencies"
"CommandFunctors","undefined","CommandFunctors"
"ModuleConstants","undefined","ModuleConstants"
"seq2midi","undefined","seq2midi"
"CommandFlag","undefined","CommandFlag"
"crtdbg","h ","crtdbg.h // for memory allocation debugging"
"sys","sys","sys/mount"
"sys","sys","sys/statfs"
"usr","include","/usr/include/linux/magic"
"fileapi","undefined","fileapi"
"midicode","undefined","midicode"
"Validators","undefined","Validators"
"CommandMisc","undefined","CommandMisc"
"CurlHandleManager","undefined","CurlHandleManager"
"CurlResponse","undefined","CurlResponse"
"widgets","ProgressDialog","../widgets/ProgressDialog.h // Member variable"
"CurlResponseFactory","undefined","CurlResponseFactory"
"CurlStringList","undefined","CurlStringList"
"curl","undefined","curl/curl"
"VSTControlGTK","undefined","VSTControlGTK"
"VSTControlMSW","undefined","VSTControlMSW"
"VSTEffect","undefined","VSTEffect"
"InterpolateAudio","undefined","InterpolateAudio"
"ModuleManager","undefined","../../ModuleManager"
"widgets","widgets","../../widgets/ProgressDialog"
"Matrix","undefined","Matrix"
"PlatformCompatibility","undefined","../../PlatformCompatibility"
"wx","wx","wx/buffer"
"wx","wx","wx/busyinfo"
"soxr","undefined","soxr"
"SampleCount","undefined","SampleCount"
"Dither","h ","Dither.h // CYCLE"
"wx","wx","wx/recguard"
"wx","wx","wx/scrolwin"
"CookiesList","undefined","CookiesList"
"lwapi","undefined","lwapi"
"DateTimeConversions","undefined","DateTimeConversions"
"HeadersList","undefined","HeadersList"
"cctype","undefined","cctype"
"SelectFile","undefined","../../SelectFile"
"IResponseFactory","undefined","IResponseFactory"
"curl","curl","curl/CurlResponseFactory"
"Request","undefined","Request"
"uttleGui","undefined","../../uttleGui"
"effects","effects","../../effects/Effect"
"widgets","widgets","../../widgets/valnum"
"widgets","widgets","../../widgets/AudacityMessageBox"
"widgets","widgets","../../widgets/NumericTextCtrl"
"cerrno","undefined","cerrno"
"widgets","widgets","../../widgets/WindowAccessible"
"VSTControlOSX","undefined","VSTControlOSX"
"AudioUnitEffect","undefined","AudioUnitEffect"
"set","undefined","set"
"wx","wx","wx/base64"
"wx","wx","wx/control"
"Registry","undefined","Registry"
"SelectedRegion","undefined","SelectedRegion"
"AnonymizedMessage","undefined","AnonymizedMessage"
"regex","undefined","regex"
"SentryReport","undefined","SentryReport"
"chrono","undefined","chrono"
"widgets","widgets","../../widgets/wxPanelWrapper"
"rapidjson","rapidjson","rapidjson/document"
"rapidjson","rapidjson","rapidjson/writer"
"rapidjson","rapidjson","rapidjson/prettywriter"
"wx","wx","wx/platinfo"
"Uuid","undefined","Uuid"
"IResponse","undefined","IResponse"
"SentryRequestBuilder","undefined","SentryRequestBuilder"
"UrlDecode","undefined","UrlDecode"
"HexHelpers","undefined","HexHelpers"
"UrlEncode","undefined","UrlEncode"
"wx","wx","wx/version"
"LV2Effect","undefined","LV2Effect"
"clocale","undefined","clocale"
"CoreFoundation","CoreFoundation","CoreFoundation/CFLocale"
"wx","osx","wx/osx/core/cfstring"
"FutureStrings","undefined","FutureStrings"
"TranslatableString","undefined","TranslatableString"
"wx","wx","wx/msgqueue"
"expat","undefined","expat"
"XMLMeodRegistry","undefined","XMLMeodRegistry"
"lilv","undefined","lilv/lilv"
"suil","undefined","suil/suil"
"wx","msw","wx/msw/winundef"
"lv2","lv2","lv2/atom/atom"
"lv2","atom","lv2/atom/forge"
"lv2","atom","lv2/atom/util"
"lv2","lv2","lv2/instance-access/instance-access"
"lv2","lv2","lv2/port-groups/port-groups"
"lv2","lv2","lv2/parameters/parameters"
"lv2","lv2","lv2/state/state"
"lv2","lv2","lv2/ui/ui"
"wx","msw","wx/msw/wrapwin"
"ModNullCallback","undefined","ModNullCallback"
"LoadLV2","undefined","LoadLV2"
"wx","wx","wx/aboutdlg"
"wx","wx","wx/fontdlg"
"wx","wx","wx/msgdlg"
"wx","wx","wx/splitter"
"lv2","lv2","lv2/event/event"
"lv2","lv2","lv2/port-props/port-props"
"lv2","lv2","lv2/uri-map/uri-map"
"lv2","lv2","lv2/presets/presets"
"LoadNyquist","undefined","LoadNyquist"
"Nyquist","undefined","Nyquist"
"effects","nyquist","effects/nyquist/Nyquist"
"src","commands","../../src/commands/CommandContext"
"src","commands","../../src/commands/CommandManager"
"NyqBen","undefined","NyqBen"
"images","document-new-small","images/document-new-small.xpm"
"images","document-open-small","images/document-open-small.xpm"
"images","document-save-as-small","images/document-save-as-small.xpm"
"images","document-save-small","images/document-save-small.xpm"
"images","edit-clear-small","images/edit-clear-small.xpm"
"images","edit-copy-small","images/edit-copy-small.xpm"
"images","edit-cut-small","images/edit-cut-small.xpm"
"images","edit-delete-small","images/edit-delete-small.xpm"
"images","edit-find-small","images/edit-find-small.xpm"
"images","edit-paste-small","images/edit-paste-small.xpm"
"images","edit-redo-small","images/edit-redo-small.xpm"
"images","edit-select-all-small","images/edit-select-all-small.xpm"
"images","edit-undo-small","images/edit-undo-small.xpm"
"images","go-top-small","images/go-top-small.xpm"
"images","go-up-small","images/go-up-small.xpm"
"images","go-previous-small","images/go-previous-small.xpm"
"images","go-next-small","images/go-next-small.xpm"
"images","system-search-small","images/system-search-small.xpm"
"images","media-playback-start-small","images/media-playback-start-small.xpm"
"images","media-playback-stop-small","images/media-playback-stop-small.xpm"
"images","document-new-large","images/document-new-large.xpm"
"images","document-open-large","images/document-open-large.xpm"
"images","document-save-as-large","images/document-save-as-large.xpm"
"images","document-save-large","images/document-save-large.xpm"
"images","edit-clear-large","images/edit-clear-large.xpm"
"images","edit-copy-large","images/edit-copy-large.xpm"
"images","edit-cut-large","images/edit-cut-large.xpm"
"images","edit-delete-large","images/edit-delete-large.xpm"
"images","edit-find-large","images/edit-find-large.xpm"
"images","edit-paste-large","images/edit-paste-large.xpm"
"images","edit-redo-large","images/edit-redo-large.xpm"
"images","edit-select-all-large","images/edit-select-all-large.xpm"
"images","edit-undo-large","images/edit-undo-large.xpm"
"images","go-top-large","images/go-top-large.xpm"
"images","go-up-large","images/go-up-large.xpm"
"images","go-previous-large","images/go-previous-large.xpm"
"images","go-next-large","images/go-next-large.xpm"
"images","system-search-large","images/system-search-large.xpm"
"images","media-playback-start-large","images/media-playback-start-large.xpm"
"images","media-playback-stop-large","images/media-playback-stop-large.xpm"
"wx","mac","wx/mac/uma"
"PluginManager","undefined","../../PluginManager"
"RealFFTf","undefined","../RealFFTf"
"ScripterCallback","undefined","ScripterCallback"
"commands","commands","commands/ScriptCommandRelay"
"Audacity","undefined","../Audacity"
"LegacyAliasBlockFile","undefined","LegacyAliasBlockFile"
"LegacyBlockFile","undefined","LegacyBlockFile"
"DirManager","undefined","../DirManager"
"FileFormats","undefined","../FileFormats"
"xml","xml","../xml/XMLTagHandler"
"wx","wx","wx/numformatter"
"NotYetAvailableException","undefined","NotYetAvailableException"
"EffectManager","undefined","../EffectManager"
"ODDecodeBlockFile","undefined","ODDecodeBlockFile"
"LabelTrack","undefined","../../LabelTrack"
"NoteTrack","undefined","../../NoteTrack"
"TimeTrack","undefined","../../TimeTrack"
"prefs","prefs","../../prefs/SpectrogramSettings"
"ScoreAlignParams","undefined","ScoreAlignParams"
"ondemand","ondemand","../ondemand/ODManager"
"uttleGetDefinition","undefined","../../uttleGetDefinition"
"ODPCMAliasBlockFile","undefined","ODPCMAliasBlockFile"
"WaveClip","undefined","../../WaveClip"
"WaveTrack","undefined","../../WaveTrack"
"prefs","prefs","../../prefs/GUIPrefs"
"tracks","playabletrack","../../tracks/playabletrack/wavetrack/ui/WaveTrackView"
"tracks","playabletrack","../../tracks/playabletrack/wavetrack/ui/WaveTrackViewConstants"
"PCMAliasBlockFile","undefined","PCMAliasBlockFile"
"widgets","widgets","../../widgets/FileDialog/FileDialog"
"lib-src","libnyquist","../../../lib-src/libnyquist/nyquist/xlisp/xlisp"
"SilentBlockFile","undefined","SilentBlockFile"
"commands","commands","../../commands/ScriptCommandRelay"
"LoadVamp","undefined","LoadVamp"
"FileNames","h ","FileNames.h // for FileTypes"
"SimpleBlockFile","undefined","SimpleBlockFile"
"Prefs","undefined","../Prefs"
"AppCommandEvent","undefined","AppCommandEvent"
"AudacityCommand","undefined","AudacityCommand"
"CommandContext","undefined","CommandContext"
"VampEffect","undefined","VampEffect"
"wx","wx","wx/stockitem"
"vampostsdk","vampostsdk","vampostsdk/Plugin"
"vampostsdk","vampostsdk","vampostsdk/PluginannelAdapter"
"uttle","undefined","../uttle"
"uttleGui","undefined","../uttleGui"
"widgets","widgets","../widgets/ProgressDialog"
"widgets","widgets","../widgets/HelpSystem"
"widgets","widgets","../widgets/AudacityMessageBox"
"BatEvalCommand","undefined","BatEvalCommand"
"CommandDirectory","undefined","CommandDirectory"
"Command","undefined","Command"
"ImportForwards","undefined","ImportForwards"
"wx","wx","wx/variant"
"CommandTargets","undefined","CommandTargets"
"CommandBuilder","undefined","CommandBuilder"
"AffordanceHandle","undefined","AffordanceHandle"
"HitTestResult","undefined","../../HitTestResult"
"ProjectAudioIO","undefined","../../ProjectAudioIO"
"RefreCode","undefined","../../RefreCode"
"SelectionState","undefined","../../SelectionState"
"CommandHandler","undefined","CommandHandler"
"ActiveProject","undefined","../ActiveProject"
"TrackPanelMouseEvent","undefined","../../TrackPanelMouseEvent"
"ProjectWindow","undefined","../ProjectWindow"
"ScriptCommandRelay","undefined","ScriptCommandRelay"
"commands","commands","../commands/CommandContext"
"commands","commands","../commands/Command"
"CommandManager","undefined","CommandManager"
"Track","undefined","../../Track"
"CommandManagerWindowClasses","undefined","CommandManagerWindowClasses"
"images","images","../../../images/Cursors"
"BackgroundCell","undefined","BackgroundCell"
"AColor","undefined","../../AColor"
"TrackArtist","undefined","../../TrackArtist"
"Journal","undefined","../Journal"
"JournalOutput","undefined","../JournalOutput"
"JournalRegistry","undefined","../JournalRegistry"
"Menus","undefined","../Menus"
"TrackPanel","undefined","../../TrackPanel"
"TrackPanelConstants","undefined","../../TrackPanelConstants"
"TrackPanelDrawingContext","undefined","../../TrackPanelDrawingContext"
"KeyboardCapture","undefined","../KeyboardCapture"
"CommandSignature","undefined","CommandSignature"
"UIHandle","undefined","../../UIHandle"
"BruHandle","undefined","BruHandle"
"Scrubbing","undefined","Scrubbing"
"TrackView","undefined","TrackView"
"widgets","widgets","../widgets/wxPanelWrapper"
"SpectrumAnalyst","undefined","../../SpectrumAnalyst"
"CommandType","undefined","CommandType"
"CompareAudioCommand","undefined","CompareAudioCommand"
"LoadCommands","undefined","LoadCommands"
"Internat","undefined","../Internat"
"WaveTrack","undefined","../WaveTrack"
"ProjectHistory","undefined","../../ProjectHistory"
"ProjectSettings","undefined","../../ProjectSettings"
"ProjectWindow","undefined","../../ProjectWindow"
"widgets","widgets","../widgets/valnum"
"SelectUtilities","undefined","../../SelectUtilities"
"Demo","undefined","Demo"
"SpectralDataManager","undefined","../../SpectralDataManager"
"TrackPanelAx","undefined","../../TrackPanelAx"
"blockfile","ODDecodeBlockFile","../blockfile/ODDecodeBlockFile.h // to inherit"
"DragCommand","undefined","DragCommand"
"ProjectWindows","undefined","../ProjectWindows"
"GetInfoCommand","undefined","GetInfoCommand"
"effects","effects","../effects/EffectManager"
"widgets","widgets","../widgets/Overlay"
"TrackPanelAx","undefined","../TrackPanelAx"
"TrackPanel","undefined","../TrackPanel"
"WaveClip","undefined","../WaveClip"
"LabelTrack","undefined","../LabelTrack"
"Envelope","undefined","../Envelope"
"SelectCommand","undefined","SelectCommand"
"playabletrack","wavetrack","../playabletrack/wavetrack/ui/SpectrumView"
"tgma","undefined","tgma"
"prefs","prefs","../prefs/PrefsDialog"
"Audacity","h	","../Audacity.h	// contains the set-up of AUDACITY_DLL_API"
"PluginManager","undefined","../PluginManager"
"tracks","ui","../tracks/ui/TrackView"
"ButtonHandle","undefined","ButtonHandle"
"MemoryX","undefined","../MemoryX"
"GetTrackInfoCommand","undefined","GetTrackInfoCommand"
"CommonTrackControls","undefined","CommonTrackControls"
"TrackButtonHandles","undefined","TrackButtonHandles"
"TrackSelectHandle","undefined","TrackSelectHandle"
"HelpCommand","undefined","HelpCommand"
"Internat","h ","../Internat.h // for TranslatableString"
"ProjectWindows","undefined","../../ProjectWindows"
"ImportExportCommands","undefined","ImportExportCommands"
"TrackInfo","undefined","../../TrackInfo"
"ProjectFileManager","undefined","../ProjectFileManager"
"export","export","../export/Export"
"SelectUtilities","undefined","../SelectUtilities"
"TrackUtilities","undefined","../../TrackUtilities"
"Track","undefined","../Track"
"commands","commands","../../commands/AudacityCommand"
"Keyboard","undefined","Keyboard"
"commands","commands","../../commands/CommandManager"
"widgets","widgets","../../widgets/PopupMenuTable"
"MessageCommand","undefined","MessageCommand"
"CommonTrackPanelCell","undefined","CommonTrackPanelCell"
"OpenSaveCommands","undefined","OpenSaveCommands"
"commands","commands","../../commands/CommandContext"
"import","import","../import/ImportPlugin"
"ProjectFileIO","undefined","../ProjectFileIO"
"ProjectManager","undefined","../ProjectManager"
"CommonTrackView","undefined","CommonTrackView"
"PreferenceCommands","undefined","PreferenceCommands"
"TimeiftHandle","undefined","TimeiftHandle"
"TrackControls","undefined","TrackControls"
"ZoomHandle","undefined","ZoomHandle"
"ui","ui","../ui/SelectHandle"
"ResponseQueue","undefined","ResponseQueue"
"queue","undefined","queue"
"ScreenotCommand","undefined","ScreenotCommand"
"wx","wx","wx/dcscreen"
"EditCursorOverlay","undefined","EditCursorOverlay"
"AdornedRulerPanel","undefined","../AdornedRulerPanel"
"BatCommands","undefined","../BatCommands"
"AdornedRulerPanel","undefined","../../AdornedRulerPanel"
"effects","effects","../effects/Effect"
"toolbars","toolbars","../toolbars/ToolManager"
"Track","Track","../../Track.h //"
"EnvelopeHandle","undefined","EnvelopeHandle"
"Envelope","undefined","../../Envelope"
"EnvelopeEditor","undefined","../../EnvelopeEditor"
"prefs","prefs","../../prefs/WaveformSettings"
"ProjectSelectionManager","undefined","../ProjectSelectionManager"
"PlayIndicatorOverlay","undefined","PlayIndicatorOverlay"
"AudioIO","undefined","../../AudioIO"
"SetClipCommand","undefined","SetClipCommand"
"ProjectAudioManager","undefined","../../ProjectAudioManager"
"SetEnvelopeCommand","undefined","SetEnvelopeCommand"
"ProjectHistory","undefined","../ProjectHistory"
"UndoManager","undefined","../UndoManager"
"WaveformSettings","h ","WaveformSettings.h // for ScaleTypeValues"
"SetLabelCommand","undefined","SetLabelCommand"
"tracks","labeltrack","../tracks/labeltrack/ui/LabelTrackView"
"SetProjectCommand","undefined","SetProjectCommand"
"ScrubUI","undefined","ScrubUI"
"widgets","widgets","../../widgets/Overlay"
"toolbars","toolbars","../toolbars/SelectionBar"
"SetTrackInfoCommand","undefined","SetTrackInfoCommand"
"prefs","prefs","../prefs/WaveformSettings"
"prefs","prefs","../prefs/SpectrogramSettings"
"tracks","playabletrack","../tracks/playabletrack/wavetrack/ui/WaveTrackView"
"tracks","playabletrack","../tracks/playabletrack/wavetrack/ui/WaveTrackViewConstants"
"Amplify","undefined","Amplify"
"LoadEffects","undefined","LoadEffects"
"CommonCommandFlags","undefined","../../CommonCommandFlags"
"prefs","prefs","../../prefs/PlaybackPrefs"
"prefs","prefs","../../prefs/TracksPrefs"
"toolbars","toolbars","../../toolbars/ToolManager"
"AutoDuck","undefined","AutoDuck"
"SelectHandle","undefined","SelectHandle"
"AColor","undefined","../AColor"
"AllemeResources","undefined","../AllemeResources"
"eme","undefined","../eme"
"BassTreble","undefined","BassTreble"
"commands","commands","../commands/CommandFunctors"
"Biquad","undefined","Biquad"
"cmath","undefined","cmath"
"VersionPat","undefined","VersionPat"
"angePit","undefined","angePit"
"SliderHandle","undefined","SliderHandle"
"widgets","widgets","../../widgets/ASlider"
"TextEditHelper","undefined","TextEditHelper"
"PitName","undefined","../PitName"
"TimeWarper","undefined","TimeWarper"
", to avoid any mischief that might result","undefined",", to avoid any mischief that might result"
"SoundTou","undefined","SoundTou"
"angeSpeed","undefined","angeSpeed"
"Snap","undefined","../../Snap"
"widgets","widgets","../widgets/NumericTextCtrl"
"UndoManager","undefined","../../UndoManager"
"angeTempo","undefined","angeTempo"
"ImageRoll","h ","ImageRoll.h // member variable"
"wxPanelWrapper","h ","wxPanelWrapper.h // to inherit"
"ClickRemoval","undefined","ClickRemoval"
"Compressor","undefined","Compressor"
"wx","wx","wx/dragimag"
"tracks","ui","../../tracks/ui/TrackView"
"widgets","widgets","../widgets/Ruler"
"Contrast","undefined","Contrast"
"CommonCommandFlags","undefined","../CommonCommandFlags"
"NumericTextCtrl","h ","NumericTextCtrl.h // for NumericConverter::Type"
"SelectFile","undefined","../SelectFile"
"TrackVRulerControls","undefined","TrackVRulerControls"
"HtmlWindow","h ","HtmlWindow.h // to inherit"
"commands","commands","../commands/Keyboard"
"commands","commands","../commands/ScreenotCommand"
"Distortion","undefined","Distortion"
"MeterPanelBase","h ","MeterPanelBase.h // to inherit"
"Ruler","h ","Ruler.h // member variable"
"FileDialog","undefined","FileDialog"
"instr","undefined","instr"
"Instrmnt","undefined","Instrmnt"
"Clarinet","undefined","Clarinet"
"DtmfGen","undefined","DtmfGen"
"Saxofony","undefined","Saxofony"
"Bowed","undefined","Bowed"
"BandedWG","undefined","BandedWG"
"Mandolin","Mandolin","Mandolin.h "
"Sitar","undefined","Sitar"
"ModalBar","undefined","ModalBar"
"Flute","undefined","Flute"
"Internat","h ","Internat.h // for TranslatableStrings"
"EBUR128","undefined","EBUR128"
"Eo","undefined","Eo"
"Stk","undefined","Stk"
"stkinit","undefined","stkinit"
"xlisp","undefined","xlisp"
"stkint","undefined","stkint"
"NRev","undefined","NRev"
"JCRev","undefined","JCRev"
"Effect","undefined","Effect"
"PRCRev","undefined","PRCRev"
"Pitift","undefined","Pitift"
"orus","undefined","orus"
"AudioIO","undefined","../AudioIO"
"DBConnection","undefined","../DBConnection"
"Mix","undefined","../Mix"
"ProjectAudioManager","undefined","../ProjectAudioManager"
"ProjectSettings","undefined","../ProjectSettings"
"BackedPanel","h ","BackedPanel.h // to inherit"
"vampostsdk","vampostsdk","vampostsdk/PluginBufferingAdapter"
"BasicUI","h ","BasicUI.h // For ProgressResult"
"EffectManager","undefined","EffectManager"
"Window","undefined","Window"
"uttleGetDefinition","undefined","../uttleGetDefinition"
"fftw3","undefined","fftw3"
"commands","commands","../commands/AudacityCommand"
"NumberScale","h ","NumberScale.h // member variable"
"wx","wx","wx/listbox"
"EffectUI","undefined","EffectUI"
"ProjectWindowBase","undefined","../ProjectWindowBase"
"wx","wx","wx/access"
"RealtimeEffectManager","undefined","RealtimeEffectManager"
"wx","wx","wx/validate"
"FileDialog","undefined","FileDialog/FileDialog"
"wx","wx","wx/statline"
"Project","undefined","../Project"
"images","images","../../images/EffectRack/EffectRack"
"images","images","../../images/Effect"
"prefs","GUISettings","../prefs/GUISettings.h // for RTL_WORKAROUND"
"libavutil","libavutil","libavutil/samplefmt"
"libavutil","libavutil","libavutil/attributes"
"libavutil","libavutil","libavutil/avutil"
"libavutil","libavutil","libavutil/buffer"
"libavutil","libavutil","libavutil/cpu"
"libavutil","libavutil","libavutil/annel_layout"
"libavutil","libavutil","libavutil/dict"
"libavutil","libavutil","libavutil/frame"
"libavutil","libavutil","libavutil/log"
"libavutil","libavutil","libavutil/pixfmt"
"libavutil","libavutil","libavutil/rational"
"version","undefined","version"
"libavutil","libavutil","libavutil/mem"
"old_codec_ids","undefined","old_codec_ids"
"d3d9","undefined","d3d9"
"dxva2api","undefined","dxva2api"
"Cocoa","undefined","Cocoa/Cocoa"
"libavutil","libavutil","libavutil/common"
"VideoDecodeAcceleration","VideoDecodeAcceleration","VideoDecodeAcceleration/VDADecoder"
"libavcodec","libavcodec","libavcodec/version"
"vdpau","undefined","vdpau/vdpau"
"commands","commands","../commands/CommandManager"
"Equalization","undefined","Equalization"
"vdpau","vdpau","vdpau/vdpau_x11"
"libavutil","libavutil","libavutil/avconfig"
"avcodec","undefined","avcodec"
"libavutil","libavutil","libavutil/version"
"X11","extensions","X11/extensions/XvMC"
"avio","undefined","avio"
"libavformat","libavformat","libavformat/version"
"attributes","undefined","attributes"
"avutil","undefined","avutil"
"fifo","undefined","fifo"
"samplefmt","undefined","samplefmt"
"annel_layout","undefined","annel_layout"
"EnvelopeEditor","undefined","../EnvelopeEditor"
"log","undefined","log"
"TrackArtist","undefined","../TrackArtist"
"common","undefined","common"
"error","undefined","error"
"macros","undefined","macros"
"widgets","widgets","../widgets/AudacityTextEntryDialog"
"maematics","undefined","maematics"
"rational","undefined","rational"
"widgets","widgets","../widgets/WindowAccessible"
"widgets","widgets","../widgets/FileDialog/FileDialog"
"Equalization48x","undefined","Equalization48x"
"TrackPanelDrawingContext","undefined","../TrackPanelDrawingContext"
"pixfmt","undefined","pixfmt"
"float_cast","undefined","../float_cast"
"avstring","undefined","avstring"
"RealFFTf48x","undefined","../RealFFTf48x"
"inttypes","undefined","inttypes"
"emmintrin","undefined","emmintrin"
"Fade","undefined","Fade"
"FindClipping","undefined","FindClipping"
"mem","undefined","mem"
"frame","undefined","frame"
"Generator","undefined","Generator"
"prefs","prefs","../prefs/TracksBaviorsPrefs"
"Invert","undefined","Invert"
"dict","undefined","dict"
"pixdesc","undefined","pixdesc"
"Loudness","undefined","Loudness"
"bswap","undefined","bswap"
"Noise","undefined","Noise"
"intfloat","undefined","intfloat"
"NoiseReduction","undefined","NoiseReduction"
"cl","undefined","CL/cl"
"OpenCL","OpenCL","OpenCL/cl"
"SpectrumTransformer","undefined","../SpectrumTransformer"
"old_pix_fmts","undefined","old_pix_fmts"
"NoiseRemoval","undefined","NoiseRemoval"
"FileNames","undefined","../FileNames"
"PlatformCompatibility","undefined","../PlatformCompatibility"
"Normalize","undefined","Normalize"
"Paulstret","undefined","Paulstret"
"sse","undefined","sse"
"aser","undefined","aser"
"Repair","undefined","Repair"
"Repeat","undefined","Repeat"
"Reverb","undefined","Reverb"
"internal","undefined","internal"
"rdft_t","undefined","rdft_t"
"arm_neon","undefined","arm_neon"
"aliases","undefined","aliases"
"std-types","undefined","std-types"
"fenv","undefined","fenv"
"soxr-lsr","undefined","soxr-lsr"
"Reverb_libSoX","undefined","Reverb_libSoX"
"Reverse","undefined","Reverse"
"soxr-config","undefined","soxr-config"
"stdbool","undefined","stdbool"
"SBSMSEffect","undefined","SBSMSEffect"
"vamp-sdk","vamp-sdk","vamp-sdk/Plugin"
"ScienFilter","undefined","ScienFilter"
"hostguard","undefined","hostguard"
"vamp-sdk","vamp-sdk","vamp-sdk/PluginBase"
"PluginWrapper","undefined","PluginWrapper"
"Plugin","undefined","Plugin"
"ScoreAlignDialog","undefined","ScoreAlignDialog"
"PluginBase","undefined","PluginBase"
"PluginBufferingAdapter","undefined","PluginBufferingAdapter"
"PluginannelAdapter","undefined","PluginannelAdapter"
"PluginHostAdapter","undefined","PluginHostAdapter"
"PluginInputDomainAdapter","undefined","PluginInputDomainAdapter"
"PluginLoader","undefined","PluginLoader"
"PluginSummarisingAdapter","undefined","PluginSummarisingAdapter"
"RealTime","undefined","RealTime"
"plugguard","undefined","plugguard"
"scorealign-glue","undefined","scorealign-glue"
"Silence","undefined","Silence"
"SimpleMono","undefined","SimpleMono"
"SoundTouEffect","undefined","SoundTouEffect"
"NoteTrack","undefined","../NoteTrack"
"StereoToMono","undefined","StereoToMono"
"TimeScale","undefined","TimeScale"
"ToneGen","undefined","ToneGen"
"FIFOSamplePipe","undefined","FIFOSamplePipe"
"soundtou_config","undefined","soundtou_config"
"TruncSilence","undefined","TruncSilence"
"list","undefined","list"
"TwoPassSimpleMono","undefined","TwoPassSimpleMono"
"winutil","undefined","winutil"
"Ww","undefined","Ww"
"IResponseFactory","undefined","../IResponseFactory"
"CookiesList","undefined","../CookiesList"
"HeadersList","undefined","../HeadersList"
"deque","undefined","deque"
"IResponse","undefined","../IResponse"
"Export","undefined","Export"
"Request","undefined","../Request"
"wx","wx","wx/filectrl"
"readPool","undefined","readPool/readPool"
"aeffectx","undefined","aeffectx"
"VSTControl","undefined","VSTControl"
"prefs","prefs","../prefs/ImportExportPrefs"
"Tags","undefined","../Tags"
"widgets","widgets","../widgets/Warning"
"AudioUnit","AudioUnit","AudioUnit/AudioComponent"
"AudioUnit","undefined","AudioUnit/AudioUnit"
"AudioToolbox","AudioToolbox","AudioToolbox/AudioUnitUtilities"
"AudioUnit","AudioUnit","AudioUnit/AudioUnitProperties"
"wx","wx","wx/process"
"AUControl","undefined","AUControl"
"ladspa","undefined","ladspa"
"widgets","widgets","../widgets/FileHistory"
"lv2","lv2","lv2/data-access/data-access"
"id3tag","undefined","id3tag"
"FFmpeg","undefined","../FFmpeg"
"lv2","lv2","lv2/log/log"
"lv2","lv2","lv2/midi/midi"
"lv2","lv2","lv2/time/time"
"lv2","lv2","lv2/worker/worker"
"NativeWindow","undefined","NativeWindow"
"lv2_external_ui","undefined","lv2_external_ui"
"zix","zix","zix/ring"
"ExportFFmpegDialogs","undefined","ExportFFmpegDialogs"
"core","core","lv2/core/lv2"
"lv2","lv2","lv2/buf-size/buf-size"
"lv2","lv2","lv2/resize-port/resize-port"
"lv2","lv2","lv2/units/units"
"FLAC++","FLAC++","FLAC++/encoder"
"lv2","lv2plug","lv2/lv2plug.in/ns/extensions/ui/ui"
"Effect","undefined","../Effect"
"nyx","undefined","nyx"
"wx","wx","wx/stream"
"twolame","undefined","twolame"
"ExportMP3","undefined","ExportMP3"
"TrackControls","h ","TrackControls.h // to inherit"
